date,WILC_Open,WILC_High,WILC_Low,WILC_Close,WILC_Volume,WILC_Dividends,WILC_Stock Splits
1998-04-01 00:00:00+00:00,2.34375,2.5625,2.34375,1.8888376951217647,186000,0.0,
1998-04-02 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,5000,0.0,
1998-04-03 00:00:00+00:00,2.6875,2.6875,2.375,1.842769145965576,5600,0.0,
1998-04-06 00:00:00+00:00,2.375,2.625,2.375,1.7506303787231443,6200,0.0,
1998-04-07 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,0,0.0,
1998-04-08 00:00:00+00:00,2.375,2.4375,2.375,1.7736648321151731,21800,0.0,
1998-04-09 00:00:00+00:00,2.40625,2.625,2.40625,1.9349071979522705,5600,0.0,
1998-04-13 00:00:00+00:00,2.40625,2.625,2.40625,1.9349071979522705,23800,0.0,
1998-04-14 00:00:00+00:00,2.625,2.625,2.625,1.9349071979522705,14000,0.0,
1998-04-15 00:00:00+00:00,2.40625,2.40625,2.40625,1.7736648321151731,43400,0.0,
1998-04-16 00:00:00+00:00,2.40625,2.625,2.40625,1.9349071979522705,2600,0.0,
1998-04-17 00:00:00+00:00,2.40625,2.625,2.40625,1.7736648321151731,4800,0.0,
1998-04-20 00:00:00+00:00,2.40625,2.40625,2.40625,1.7736648321151731,38600,0.0,
1998-04-21 00:00:00+00:00,2.40625,2.40625,2.40625,1.7736648321151731,0,0.0,
1998-04-22 00:00:00+00:00,2.40625,2.40625,2.40625,1.7736648321151731,0,0.0,
1998-04-23 00:00:00+00:00,2.40625,2.40625,2.40625,1.7736648321151731,3600,0.0,
1998-04-24 00:00:00+00:00,2.4375,2.625,2.4375,1.7966997623443604,9000,0.0,
1998-04-27 00:00:00+00:00,2.4375,2.4375,2.4375,1.7966997623443604,0,0.0,
1998-04-28 00:00:00+00:00,2.625,2.625,2.4375,1.7966997623443604,12200,0.0,
1998-04-29 00:00:00+00:00,2.4375,2.4375,2.4375,1.7966997623443604,3600,0.0,
1998-04-30 00:00:00+00:00,2.625,2.6875,2.4375,1.9579418897628784,113200,0.0,
1998-05-01 00:00:00+00:00,2.625,2.8125,2.625,2.0500802993774414,236800,0.0,
1998-05-04 00:00:00+00:00,2.75,2.8125,2.5625,1.9809762239456177,62200,0.0,
1998-05-05 00:00:00+00:00,2.6875,2.6875,2.5625,1.9809762239456177,16400,0.0,
1998-05-06 00:00:00+00:00,2.71875,2.71875,2.71875,2.0040111541748047,2000,0.0,
1998-05-07 00:00:00+00:00,2.5,2.71875,2.5,1.8658033609390257,31000,0.0,
1998-05-08 00:00:00+00:00,2.53125,2.625,2.53125,1.9349071979522705,3600,0.0,
1998-05-11 00:00:00+00:00,2.53125,2.53125,2.40625,1.7736648321151731,8000,0.0,
1998-05-12 00:00:00+00:00,2.4375,2.4375,2.4375,1.7966997623443604,4000,0.0,
1998-05-13 00:00:00+00:00,2.4375,2.5,2.4375,1.842769145965576,60200,0.0,
1998-05-14 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,18400,0.0,
1998-05-15 00:00:00+00:00,2.75,2.75,2.4375,1.7966997623443604,25000,0.0,
1998-05-18 00:00:00+00:00,2.4375,2.4375,2.4375,1.7966997623443604,0,0.0,
1998-05-19 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,400,0.0,
1998-05-20 00:00:00+00:00,2.5,2.75,2.5,2.027045726776123,23400,0.0,
1998-05-21 00:00:00+00:00,2.4375,2.5,2.4375,1.842769145965576,5400,0.0,
1998-05-22 00:00:00+00:00,2.46875,2.46875,2.46875,1.8197342157363887,4000,0.0,
1998-05-26 00:00:00+00:00,2.46875,2.46875,2.46875,1.8197342157363887,2000,0.0,
1998-05-27 00:00:00+00:00,2.46875,2.46875,2.46875,1.8197342157363887,0,0.0,
1998-05-28 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,68400,0.0,
1998-05-29 00:00:00+00:00,2.5,2.5625,2.5,1.8888376951217647,97800,0.0,
1998-06-01 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,5000,0.0,
1998-06-02 00:00:00+00:00,2.5,2.6875,2.5,1.842769145965576,113000,0.0,
1998-06-03 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1998-06-04 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,64200,0.0,
1998-06-05 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,8600,0.0,
1998-06-08 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,1600,0.0,
1998-06-09 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,51400,0.0,
1998-06-10 00:00:00+00:00,2.5,2.5,2.375,1.7506303787231443,9400,0.0,
1998-06-11 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,21200,0.0,
1998-06-12 00:00:00+00:00,2.5,2.5,2.375,1.842769145965576,15600,0.0,
1998-06-15 00:00:00+00:00,2.3125,2.5,2.3125,1.842769145965576,3200,0.0,
1998-06-16 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1998-06-17 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1998-06-18 00:00:00+00:00,2.375,2.375,2.375,1.7506303787231443,2200,0.0,
1998-06-19 00:00:00+00:00,2.375,2.5,2.375,1.842769145965576,8000,0.0,
1998-06-22 00:00:00+00:00,2.5,2.5,2.5,1.842769145965576,0,0.0,
1998-06-23 00:00:00+00:00,2.6875,2.6875,2.3125,1.7045612335205078,4000,0.0,
1998-06-24 00:00:00+00:00,2.3125,2.3125,2.3125,1.7045612335205078,0,0.0,
1998-06-25 00:00:00+00:00,2.3125,2.3125,2.3125,1.7045612335205078,0,0.0,
1998-06-26 00:00:00+00:00,2.3125,2.5,2.0625,1.842769145965576,21800,0.0,
1998-06-29 00:00:00+00:00,2.1875,2.1875,1.9375,1.4281458854675293,5800,0.0,
1998-06-30 00:00:00+00:00,2.25,2.25,1.9375,1.6584919691085815,5800,0.0,
1998-07-01 00:00:00+00:00,1.96875,2.203125,1.90625,1.6239399909973145,3600,0.0,
1998-07-02 00:00:00+00:00,1.9375,2.25,1.9375,1.6239399909973145,2800,0.0,
1998-07-06 00:00:00+00:00,1.875,2.1875,1.875,1.6124225854873655,8000,0.0,
1998-07-07 00:00:00+00:00,1.96875,2.0625,1.96875,1.5202841758728027,35200,0.0,
1998-07-08 00:00:00+00:00,2.0625,2.0625,2.0625,1.5202841758728027,0,0.0,
1998-07-09 00:00:00+00:00,2.25,2.375,2.25,1.7506303787231443,21000,0.0,
1998-07-10 00:00:00+00:00,2.265625,2.265625,2.265625,1.6700092554092407,1400,0.0,
1998-07-13 00:00:00+00:00,2.25,2.25,2.25,1.6584919691085815,4200,0.0,
1998-07-14 00:00:00+00:00,2.25,2.25,2.25,1.6584919691085815,6000,0.0,
1998-07-15 00:00:00+00:00,2.25,2.25,2.25,1.6584919691085815,4400,0.0,
1998-07-16 00:00:00+00:00,2.125,2.125,2.125,1.566353440284729,4800,0.0,
1998-07-17 00:00:00+00:00,2.3125,2.40625,2.15625,1.7736648321151731,8800,0.0,
1998-07-20 00:00:00+00:00,2.40625,2.40625,2.40625,1.7736648321151731,0,0.0,
1998-07-21 00:00:00+00:00,2.40625,2.40625,2.15625,1.5893882513046265,5200,0.0,
