date,CHMG_Open,CHMG_High,CHMG_Low,CHMG_Close,CHMG_Volume,CHMG_Dividends,CHMG_Stock Splits
1999-08-03 00:00:00+00:00,25.25,25.25,25.25,11.26067066192627,0,0.0,
1999-08-04 00:00:00+00:00,24.875,25.0,24.875,11.149181365966797,300,0.0,
1999-08-05 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,0,0.0,
1999-08-06 00:00:00+00:00,24.875,25.0,24.875,11.149181365966797,800,0.0,
1999-08-09 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,400,0.0,
1999-08-10 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,400,0.0,
1999-08-11 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,800,0.0,
1999-08-12 00:00:00+00:00,24.875,25.875,24.875,11.53940200805664,5100,0.0,
1999-08-13 00:00:00+00:00,25.875,25.875,25.875,11.53940200805664,0,0.0,
1999-08-16 00:00:00+00:00,25.875,25.875,25.875,11.53940200805664,0,0.0,
1999-08-17 00:00:00+00:00,25.875,25.875,25.875,11.53940200805664,0,0.0,
1999-08-18 00:00:00+00:00,25.875,25.875,25.875,11.53940200805664,0,0.0,
1999-08-19 00:00:00+00:00,25.875,25.875,25.875,11.53940200805664,0,0.0,
1999-08-20 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,200,0.0,
1999-08-23 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,200,0.0,
1999-08-24 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,0,0.0,
1999-08-25 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,100,0.0,
1999-08-26 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,0,0.0,
1999-08-27 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,400,0.0,
1999-08-30 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,0,0.0,
1999-08-31 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,0,0.0,
1999-09-01 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,0,0.0,
1999-09-02 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,0,0.0,
1999-09-03 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,0,0.0,
1999-09-07 00:00:00+00:00,26.0,26.0,25.0,11.149181365966797,4700,0.0,
1999-09-08 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,600,0.0,
1999-09-09 00:00:00+00:00,24.875,25.0,24.875,11.093432426452637,5300,0.0,
1999-09-10 00:00:00+00:00,24.875,25.0,24.875,11.093432426452637,4500,0.0,
1999-09-13 00:00:00+00:00,25.0,25.0,24.5,10.92618465423584,6300,0.0,
1999-09-14 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,2000,0.0,
1999-09-15 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,1400,0.0,
1999-09-16 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,0,0.0,
1999-09-17 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,0,0.0,
1999-09-20 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,0,0.0,
1999-09-21 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,1500,0.0,
1999-09-22 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,0,0.0,
1999-09-23 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,200,0.0,
1999-09-24 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,0,0.0,
1999-09-27 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,0,0.0,
1999-09-28 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,2200,0.0,
1999-09-29 00:00:00+00:00,24.75,25.0,24.75,11.149181365966797,2800,0.0,
1999-09-30 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,0,0.0,
1999-10-01 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,0,0.0,
1999-10-04 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,0,0.0,
1999-10-05 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,0,0.0,
1999-10-06 00:00:00+00:00,25.5,25.5,25.5,11.372159004211426,100,0.0,
1999-10-07 00:00:00+00:00,25.0,25.375,25.0,11.316414833068848,2000,0.0,
1999-10-08 00:00:00+00:00,25.0,25.0,24.75,11.037686347961426,1400,0.0,
1999-10-11 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,0,0.0,
1999-10-12 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,0,0.0,
1999-10-13 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,0,0.0,
1999-10-14 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,0,0.0,
1999-10-15 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,0,0.0,
1999-10-18 00:00:00+00:00,24.25,24.25,24.25,10.814702033996582,5100,0.0,
1999-10-19 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,1700,0.0,
1999-10-20 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-10-21 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-10-22 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-10-25 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-10-26 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-10-27 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-10-28 00:00:00+00:00,25.75,25.75,24.375,10.87044906616211,600,0.0,
1999-10-29 00:00:00+00:00,24.75,24.75,24.375,10.87044906616211,4700,0.0,
1999-11-01 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-11-02 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-11-03 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,200,0.0,
1999-11-04 00:00:00+00:00,24.875,24.875,24.875,11.093432426452637,1000,0.0,
1999-11-05 00:00:00+00:00,24.375,24.875,24.375,10.87044906616211,3200,0.0,
1999-11-08 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,3000,0.0,
1999-11-09 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,0,0.0,
1999-11-10 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,4500,0.0,
1999-11-11 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,0,0.0,
1999-11-12 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,4200,0.0,
1999-11-15 00:00:00+00:00,24.375,24.625,24.375,10.981939315795898,1200,0.0,
1999-11-16 00:00:00+00:00,24.625,24.625,24.625,10.981939315795898,0,0.0,
1999-11-17 00:00:00+00:00,24.75,24.75,24.75,11.037686347961426,300,0.0,
1999-11-18 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,300,0.0,
1999-11-19 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-11-22 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-11-23 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-11-24 00:00:00+00:00,24.5,24.625,24.375,10.87044906616211,8500,0.0,
1999-11-26 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,100,0.0,
1999-11-29 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,1000,0.0,
1999-11-30 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-01 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,1300,0.0,
1999-12-02 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,200,0.0,
1999-12-03 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-06 00:00:00+00:00,24.375,24.625,24.375,10.981939315795898,16000,0.0,
1999-12-07 00:00:00+00:00,24.625,24.625,24.625,10.981939315795898,0,0.0,
1999-12-08 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,1900,0.0,
1999-12-09 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,7300,0.0,
1999-12-10 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-13 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,400,0.0,
1999-12-14 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-15 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-16 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,1200,0.0,
1999-12-17 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-20 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,1500,0.0,
1999-12-21 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-22 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,1100,0.0,
1999-12-23 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-27 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,400,0.0,
1999-12-28 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
1999-12-29 00:00:00+00:00,24.625,24.625,24.625,10.981939315795898,200,0.0,
1999-12-30 00:00:00+00:00,25.0,25.0,25.0,11.149181365966797,400,0.0,
1999-12-31 00:00:00+00:00,24.625,24.625,24.375,10.87044906616211,400,0.0,
2000-01-03 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,700,0.0,
2000-01-04 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
2000-01-05 00:00:00+00:00,24.625,24.625,24.375,10.87044906616211,10500,0.0,
2000-01-06 00:00:00+00:00,24.375,24.375,24.375,10.87044906616211,0,0.0,
2000-01-07 00:00:00+00:00,24.25,24.25,24.125,10.758959770202637,900,0.0,
2000-01-10 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,1000,0.0,
2000-01-11 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,0,0.0,
2000-01-12 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,0,0.0,
2000-01-13 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,0,0.0,
2000-01-14 00:00:00+00:00,25.0,25.0,24.125,10.758959770202637,200,0.0,
2000-01-18 00:00:00+00:00,24.25,24.25,24.25,10.814702033996582,2000,0.0,
2000-01-19 00:00:00+00:00,24.25,24.25,24.25,10.814702033996582,0,0.0,
2000-01-20 00:00:00+00:00,24.25,24.25,24.25,10.814702033996582,0,0.0,
2000-01-21 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,2900,0.0,
2000-01-24 00:00:00+00:00,24.0,24.0,24.0,10.703211784362791,300,0.0,
2000-01-25 00:00:00+00:00,24.5,24.5,24.5,10.92618465423584,5000,0.0,
2000-01-26 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,200,0.0,
2000-01-27 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,0,0.0,
2000-01-28 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,500,0.0,
2000-01-31 00:00:00+00:00,24.125,24.125,24.0,10.703211784362791,600,0.0,
2000-02-01 00:00:00+00:00,24.0,24.625,24.0,10.703211784362791,3800,0.0,
2000-02-02 00:00:00+00:00,24.234375,24.234375,24.0,10.703211784362791,200,0.0,
2000-02-03 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,5000,0.0,
2000-02-04 00:00:00+00:00,24.0,24.0,24.0,10.703211784362791,200,0.0,
2000-02-07 00:00:00+00:00,24.0,24.0,24.0,10.703211784362791,0,0.0,
2000-02-08 00:00:00+00:00,24.0,24.0,24.0,10.703211784362791,1000,0.0,
2000-02-09 00:00:00+00:00,24.0,24.0,24.0,10.703211784362791,0,0.0,
2000-02-10 00:00:00+00:00,24.25,24.25,24.0,10.703211784362791,800,0.0,
2000-02-11 00:00:00+00:00,24.125,24.125,24.125,10.758959770202637,100,0.0,
2000-02-14 00:00:00+00:00,23.75,23.75,23.25,10.368733406066896,1200,0.0,
2000-02-15 00:00:00+00:00,23.25,23.25,23.25,10.368733406066896,100,0.0,
2000-02-16 00:00:00+00:00,23.25,23.25,23.25,10.368733406066896,600,0.0,
2000-02-17 00:00:00+00:00,23.0,23.0,23.0,10.257243156433104,100,0.0,
2000-02-18 00:00:00+00:00,23.5,23.5,23.0,10.257243156433104,3700,0.0,
2000-02-22 00:00:00+00:00,23.0,23.0,23.0,10.257243156433104,0,0.0,
2000-02-23 00:00:00+00:00,23.0,23.0,23.0,10.257243156433104,0,0.0,
2000-02-24 00:00:00+00:00,23.0,23.0,23.0,10.257243156433104,0,0.0,
2000-02-25 00:00:00+00:00,23.0,23.0,23.0,10.257243156433104,0,0.0,
2000-02-28 00:00:00+00:00,22.25,23.0,22.125,10.034261703491213,3600,0.0,
2000-02-29 00:00:00+00:00,22.0,22.0,21.25,9.476804733276367,1000,0.0,
2000-03-01 00:00:00+00:00,21.25,21.25,21.25,9.476804733276367,0,0.0,
2000-03-02 00:00:00+00:00,20.5,21.375,20.0,8.919342994689941,2400,0.0,
2000-03-03 00:00:00+00:00,20.0,20.0,19.5,8.696359634399414,600,0.0,
2000-03-06 00:00:00+00:00,19.0,19.75,18.0,8.027405738830566,3300,0.0,
2000-03-07 00:00:00+00:00,19.0,20.0,19.0,8.473377227783203,5900,0.0,
2000-03-08 00:00:00+00:00,19.0,19.0,19.0,8.473377227783203,0,0.0,
2000-03-09 00:00:00+00:00,19.0,19.0,19.0,8.473377227783203,100,0.0,
2000-03-10 00:00:00+00:00,19.0,19.0,19.0,8.473377227783203,0,0.0,
2000-03-13 00:00:00+00:00,19.0,19.0,19.0,8.473377227783203,200,0.0,
2000-03-14 00:00:00+00:00,19.0,19.0,19.0,8.473377227783203,0,0.0,
2000-03-15 00:00:00+00:00,19.0,19.0,19.0,8.473377227783203,0,0.0,
2000-03-16 00:00:00+00:00,19.0,19.0,19.0,8.473377227783203,400,0.0,
2000-03-17 00:00:00+00:00,19.25,19.25,19.25,8.584870338439941,100,0.0,
2000-03-20 00:00:00+00:00,19.25,19.25,19.25,8.584870338439941,0,0.0,
2000-03-21 00:00:00+00:00,19.25,19.25,19.25,8.584870338439941,0,0.0,
2000-03-22 00:00:00+00:00,20.0,20.0,19.25,8.584870338439941,800,0.0,
2000-03-23 00:00:00+00:00,19.25,19.25,19.25,8.584870338439941,0,0.0,
2000-03-24 00:00:00+00:00,19.25,20.0,19.25,8.919342994689941,3200,0.0,
2000-03-27 00:00:00+00:00,20.0,20.0,19.5,8.696359634399414,900,0.0,
2000-03-28 00:00:00+00:00,19.5,19.5,19.5,8.696359634399414,0,0.0,
2000-03-29 00:00:00+00:00,19.5,19.5,19.5,8.696359634399414,100,0.0,
