date,AKO-A_Open,AKO-A_High,AKO-A_Low,AKO-A_Close,AKO-A_Volume,AKO-A_Dividends,AKO-A_Stock Splits
1994-08-26 00:00:00+00:00,12.3125,12.3125,12.1875,3.966965675354004,103800,0.0,
1994-08-29 00:00:00+00:00,12.1875,12.625,12.1875,4.068681716918945,231000,0.0,
1994-08-30 00:00:00+00:00,12.5,12.5,12.125,3.966965675354004,186600,0.0,
1994-08-31 00:00:00+00:00,12.25,12.4375,12.25,4.04833984375,76800,0.0,
1994-09-01 00:00:00+00:00,12.3125,12.4375,12.3125,4.04833984375,99800,0.0,
1994-09-02 00:00:00+00:00,12.3125,12.625,12.3125,4.089025497436523,269400,0.0,
1994-09-06 00:00:00+00:00,12.5625,12.625,12.5,4.089025497436523,6000,0.0,
1994-09-07 00:00:00+00:00,12.625,12.625,12.4375,4.04833984375,97200,0.0,
1994-09-08 00:00:00+00:00,12.3125,12.4375,12.3125,4.04833984375,9400,0.0,
1994-09-09 00:00:00+00:00,12.4375,12.4375,12.1875,3.987309455871582,19000,0.0,
1994-09-12 00:00:00+00:00,12.125,12.125,12.0,3.926280498504639,78000,0.0,
1994-09-13 00:00:00+00:00,12.0,12.0,11.5,3.7838759422302246,110400,0.0,
1994-09-14 00:00:00+00:00,11.5,12.0625,11.5,3.926280498504639,50800,0.0,
1994-09-15 00:00:00+00:00,11.9375,12.1875,11.9375,3.9059343338012695,22800,0.0,
1994-09-16 00:00:00+00:00,11.875,12.0625,11.875,3.8855934143066406,34600,0.0,
1994-09-19 00:00:00+00:00,11.875,11.9375,11.75,3.824560642242432,11400,0.0,
1994-09-20 00:00:00+00:00,11.75,11.75,11.6875,3.8042185306549072,37800,0.0,
1994-09-21 00:00:00+00:00,11.75,11.8125,11.75,3.844905853271485,27000,0.0,
1994-09-22 00:00:00+00:00,11.6875,11.6875,11.6875,3.8042185306549072,4600,0.0,
1994-09-23 00:00:00+00:00,11.6875,11.75,11.6875,3.8042185306549072,1400,0.0,
1994-09-26 00:00:00+00:00,11.75,11.75,11.6875,3.8042185306549072,15200,0.0,
1994-09-27 00:00:00+00:00,11.6875,11.6875,11.6875,3.8042185306549072,0,0.0,
1994-09-28 00:00:00+00:00,11.75,12.125,11.75,3.9059343338012695,34400,0.0,
1994-09-29 00:00:00+00:00,12.125,12.1875,12.0625,3.946621417999268,19000,0.0,
1994-09-30 00:00:00+00:00,12.0625,12.25,12.0625,3.987309455871582,22400,0.0,
1994-10-03 00:00:00+00:00,12.3125,12.3125,12.1875,4.007652759552002,23400,0.0,
1994-10-04 00:00:00+00:00,12.375,12.625,12.375,4.027996063232422,288400,0.0,
1994-10-05 00:00:00+00:00,12.375,12.4375,12.3125,4.04833984375,41400,0.0,
1994-10-06 00:00:00+00:00,12.4375,12.5,12.3125,4.007652759552002,84400,0.0,
1994-10-07 00:00:00+00:00,12.25,12.375,12.125,3.966965675354004,87600,0.0,
1994-10-10 00:00:00+00:00,12.25,12.4375,12.25,4.04833984375,84400,0.0,
1994-10-11 00:00:00+00:00,12.3125,12.3125,12.1875,3.987309455871582,61200,0.0,
1994-10-12 00:00:00+00:00,12.25,12.625,12.25,4.04833984375,141000,0.0,
1994-10-13 00:00:00+00:00,12.5,12.5,12.25,3.995662689208984,35000,0.026,
1994-10-14 00:00:00+00:00,12.375,12.5,12.25,3.995662689208984,39600,0.0,
1994-10-17 00:00:00+00:00,12.375,12.375,12.1875,3.995662689208984,28200,0.0,
1994-10-18 00:00:00+00:00,12.1875,12.25,12.0625,3.954888820648194,52200,0.0,
1994-10-19 00:00:00+00:00,12.125,12.25,12.125,3.975275278091431,76600,0.0,
1994-10-20 00:00:00+00:00,12.3125,12.3125,12.1875,4.016048908233643,73400,0.0,
1994-10-21 00:00:00+00:00,12.3125,12.375,12.3125,4.036435127258301,17800,0.0,
1994-10-24 00:00:00+00:00,12.375,12.5,12.375,4.077205657958984,30000,0.0,
1994-10-25 00:00:00+00:00,12.5,12.5625,12.4375,4.056819915771484,75000,0.0,
1994-10-26 00:00:00+00:00,12.5,13.0625,12.5,4.240296363830566,67000,0.0,
1994-10-27 00:00:00+00:00,13.0,13.5,13.0,4.321839332580566,37600,0.0,
1994-10-28 00:00:00+00:00,13.25,13.75,13.25,4.444152355194092,46200,0.0,
1994-10-31 00:00:00+00:00,13.75,14.0,13.75,4.505311965942383,26800,0.0,
1994-11-01 00:00:00+00:00,13.875,13.9375,13.625,4.464537620544434,134400,0.0,
1994-11-02 00:00:00+00:00,13.625,13.6875,13.5625,4.444152355194092,73000,0.0,
1994-11-03 00:00:00+00:00,13.625,13.6875,13.625,4.464537620544434,26000,0.0,
1994-11-04 00:00:00+00:00,13.6875,13.6875,13.4375,4.38299560546875,4200,0.0,
1994-11-07 00:00:00+00:00,13.4375,13.5,13.4375,4.403382778167725,3600,0.0,
1994-11-08 00:00:00+00:00,13.375,13.4375,13.375,4.38299560546875,25000,0.0,
1994-11-09 00:00:00+00:00,13.5625,13.5625,12.75,4.199522972106934,52800,0.0,
1994-11-10 00:00:00+00:00,12.875,12.875,12.8125,4.179135799407959,15200,0.0,
1994-11-11 00:00:00+00:00,12.6875,12.75,12.6875,4.158748626708984,111800,0.0,
1994-11-14 00:00:00+00:00,12.75,12.9375,12.625,4.199522972106934,159800,0.0,
1994-11-15 00:00:00+00:00,12.75,13.3125,12.625,4.301453590393066,30800,0.0,
1994-11-16 00:00:00+00:00,13.3125,13.75,13.3125,4.484925746917725,15600,0.0,
1994-11-17 00:00:00+00:00,13.75,13.75,13.3125,4.342223644256592,44200,0.0,
1994-11-18 00:00:00+00:00,13.375,13.375,13.0625,4.281065464019775,23800,0.0,
1994-11-21 00:00:00+00:00,13.125,13.125,12.6875,4.179135799407959,64400,0.0,
1994-11-22 00:00:00+00:00,12.6875,12.6875,12.4375,4.056819915771484,16400,0.0,
1994-11-23 00:00:00+00:00,12.4375,12.4375,12.125,3.975275278091431,38000,0.0,
1994-11-25 00:00:00+00:00,12.1875,12.3125,12.1875,4.016048908233643,24600,0.0,
1994-11-28 00:00:00+00:00,12.375,12.6875,12.375,4.117978096008301,46200,0.0,
1994-11-29 00:00:00+00:00,12.75,13.4375,12.75,4.38299560546875,56400,0.0,
1994-11-30 00:00:00+00:00,13.5,13.6875,13.5,4.464537620544434,147600,0.0,
1994-12-01 00:00:00+00:00,13.6875,13.6875,13.625,4.444152355194092,89200,0.0,
1994-12-02 00:00:00+00:00,13.5625,13.75,13.5,4.484925746917725,91800,0.0,
1994-12-05 00:00:00+00:00,13.6875,13.6875,13.625,4.444152355194092,94600,0.0,
1994-12-06 00:00:00+00:00,13.625,13.625,13.5625,4.423766136169434,42400,0.0,
1994-12-07 00:00:00+00:00,13.6875,13.6875,13.375,4.362607479095459,39200,0.0,
1994-12-08 00:00:00+00:00,13.4375,13.4375,13.375,4.362607479095459,7800,0.0,
1994-12-09 00:00:00+00:00,13.4375,13.4375,12.9375,4.219905853271484,74400,0.0,
1994-12-12 00:00:00+00:00,12.9375,12.9375,12.6875,4.138363361358643,18400,0.0,
1994-12-13 00:00:00+00:00,12.5625,12.625,12.5625,4.097591400146484,71200,0.0,
1994-12-14 00:00:00+00:00,12.5625,12.5625,12.375,4.056819915771484,294000,0.0,
1994-12-15 00:00:00+00:00,12.4375,12.8125,12.4375,4.179135799407959,90800,0.0,
1994-12-16 00:00:00+00:00,12.875,12.9375,12.875,4.219905853271484,7800,0.0,
1994-12-19 00:00:00+00:00,12.9375,12.9375,12.9375,4.219905853271484,12400,0.0,
1994-12-20 00:00:00+00:00,13.0,13.0,12.8125,4.179135799407959,4600,0.0,
1994-12-21 00:00:00+00:00,12.8125,12.8125,12.5,4.077205657958984,48800,0.0,
1994-12-22 00:00:00+00:00,12.4375,12.4375,12.0625,3.975275278091431,150800,0.0,
1994-12-23 00:00:00+00:00,12.25,12.25,12.25,3.995662689208984,145600,0.0,
1994-12-27 00:00:00+00:00,12.125,12.3125,12.125,4.016048908233643,188800,0.0,
1994-12-28 00:00:00+00:00,12.375,12.6875,12.375,4.138363361358643,95600,0.0,
1994-12-29 00:00:00+00:00,12.5625,12.6875,12.5,4.138363361358643,57800,0.0,
1994-12-30 00:00:00+00:00,12.8125,13.0625,12.8125,4.260679244995117,27600,0.0,
1995-01-03 00:00:00+00:00,13.1875,13.3125,13.1875,4.342223644256592,9600,0.0,
1995-01-04 00:00:00+00:00,13.3125,13.5,13.25,4.403382778167725,149800,0.0,
1995-01-05 00:00:00+00:00,13.375,13.5,13.25,4.342223644256592,38600,0.0,
1995-01-06 00:00:00+00:00,13.4375,13.4375,12.625,4.117978096008301,136600,0.0,
1995-01-09 00:00:00+00:00,12.5,12.5,12.25,4.036435127258301,95000,0.0,
1995-01-10 00:00:00+00:00,12.25,12.25,11.5,3.751029968261719,53000,0.0,
1995-01-11 00:00:00+00:00,11.625,12.125,11.5625,3.954888820648194,212200,0.0,
1995-01-12 00:00:00+00:00,12.4375,13.1875,12.4375,4.240296363830566,124400,0.0,
1995-01-13 00:00:00+00:00,13.0625,13.3125,13.0625,4.301453590393066,180800,0.0,
1995-01-16 00:00:00+00:00,13.3125,13.3125,13.1875,4.301453590393066,8800,0.0,
1995-01-17 00:00:00+00:00,13.0,13.0,12.875,4.240296363830566,20000,0.0,
1995-01-18 00:00:00+00:00,12.875,12.875,12.625,4.158748626708984,38200,0.0,
1995-01-19 00:00:00+00:00,12.5625,12.625,12.375,4.087785243988037,129400,0.033,
1995-01-20 00:00:00+00:00,12.5625,12.5625,12.5,4.1082258224487305,79800,0.0,
1995-01-23 00:00:00+00:00,12.4375,12.4375,12.4375,4.067346096038818,7600,0.0,
1995-01-24 00:00:00+00:00,12.5,12.8125,12.4375,4.189980506896973,134200,0.0,
1995-01-25 00:00:00+00:00,12.6875,13.0625,12.6875,4.271735191345215,22200,0.0,
1995-01-26 00:00:00+00:00,13.0,13.8125,13.0,4.455685615539551,196400,0.0,
1995-01-27 00:00:00+00:00,13.5,13.6875,13.5,4.414807796478272,60600,0.0,
1995-01-30 00:00:00+00:00,13.375,13.375,12.875,4.2104172706604,41200,0.0,
1995-01-31 00:00:00+00:00,12.75,13.4375,12.75,4.3943705558776855,72400,0.0,
1995-02-01 00:00:00+00:00,13.3125,13.5,13.3125,4.414807796478272,91600,0.0,
1995-02-02 00:00:00+00:00,13.4375,13.4375,13.4375,4.3943705558776855,60000,0.0,
1995-02-03 00:00:00+00:00,13.4375,13.5,13.4375,4.414807796478272,139200,0.0,
1995-02-06 00:00:00+00:00,13.375,13.4375,13.375,4.3943705558776855,1400,0.0,
1995-02-07 00:00:00+00:00,13.3125,13.4375,13.3125,4.373929500579834,29000,0.0,
1995-02-08 00:00:00+00:00,13.375,13.375,13.25,4.373929500579834,23200,0.0,
1995-02-09 00:00:00+00:00,13.25,13.375,13.25,4.353491306304932,13200,0.0,
1995-02-10 00:00:00+00:00,13.1875,13.3125,13.1875,4.353491306304932,24400,0.0,
1995-02-13 00:00:00+00:00,13.3125,13.3125,13.1875,4.3126139640808105,15200,0.0,
1995-02-14 00:00:00+00:00,13.0625,13.0625,12.75,4.189980506896973,15800,0.0,
1995-02-15 00:00:00+00:00,12.6875,12.6875,12.4375,4.067346096038818,19800,0.0,
1995-02-16 00:00:00+00:00,12.375,12.375,11.5625,3.781203508377075,41000,0.0,
1995-02-17 00:00:00+00:00,11.6875,11.8125,11.4375,3.842517614364624,125800,0.0,
1995-02-21 00:00:00+00:00,11.8125,12.0,11.8125,3.924274682998657,12400,0.0,
1995-02-22 00:00:00+00:00,11.9375,11.9375,11.6875,3.903833150863648,74000,0.0,
1995-02-23 00:00:00+00:00,12.0625,12.625,12.0625,4.128662109375,65000,0.0,
1995-02-24 00:00:00+00:00,12.75,12.75,12.5,4.087785243988037,21000,0.0,
1995-02-27 00:00:00+00:00,12.5,12.5,11.875,3.8833956718444815,51000,0.0,
1995-02-28 00:00:00+00:00,12.0,12.0625,12.0,3.924274682998657,17400,0.0,
1995-03-01 00:00:00+00:00,12.125,12.75,12.125,4.149101734161377,94000,0.0,
1995-03-02 00:00:00+00:00,12.5625,12.5625,12.25,4.006031513214111,62800,0.0,
1995-03-03 00:00:00+00:00,12.125,12.125,11.75,3.8629560470581055,20800,0.0,
1995-03-06 00:00:00+00:00,11.8125,11.8125,11.5625,3.8016412258148193,23800,0.0,
1995-03-07 00:00:00+00:00,11.5,11.5,10.625,3.474618434906006,49600,0.0,
1995-03-08 00:00:00+00:00,10.625,10.625,9.875,3.249788761138916,63800,0.0,
1995-03-09 00:00:00+00:00,10.0,10.125,9.875,3.2293503284454346,31600,0.0,
1995-03-10 00:00:00+00:00,10.0,10.4375,10.0,3.4133026599884038,41600,0.0,
1995-03-13 00:00:00+00:00,10.5625,11.0625,10.5625,3.617690563201904,10600,0.0,
1995-03-14 00:00:00+00:00,11.75,12.3125,11.75,4.026468276977539,96000,0.0,
1995-03-15 00:00:00+00:00,12.125,12.25,11.8125,3.9855899810791016,77200,0.0,
1995-03-16 00:00:00+00:00,12.3125,12.4375,12.3125,4.067346096038818,5800,0.0,
1995-03-17 00:00:00+00:00,12.5,12.5,12.0625,3.965150594711304,67400,0.0,
1995-03-20 00:00:00+00:00,12.125,12.3125,12.125,4.006031513214111,58400,0.0,
1995-03-21 00:00:00+00:00,12.25,12.25,12.0,3.924274682998657,58200,0.0,
1995-03-22 00:00:00+00:00,12.125,12.375,12.125,4.006031513214111,25600,0.0,
1995-03-23 00:00:00+00:00,12.4375,12.4375,12.3125,4.046908378601074,83200,0.0,
1995-03-24 00:00:00+00:00,12.5,13.0,12.5,4.251297473907471,56600,0.0,
1995-03-27 00:00:00+00:00,13.125,13.125,13.0,4.251297473907471,40000,0.0,
1995-03-28 00:00:00+00:00,13.0,13.0,12.8125,4.23085880279541,28600,0.0,
1995-03-29 00:00:00+00:00,13.0,13.25,13.0,4.271735191345215,258000,0.0,
1995-03-30 00:00:00+00:00,13.1875,13.3125,13.1875,4.333051681518555,227400,0.0,
1995-03-31 00:00:00+00:00,13.125,13.1875,13.0625,4.292173862457275,45800,0.0,
1995-04-03 00:00:00+00:00,13.25,13.25,12.75,4.2104172706604,73800,0.0,
1995-04-04 00:00:00+00:00,13.0,13.0,12.75,4.2104172706604,65000,0.0,
1995-04-05 00:00:00+00:00,13.0,13.1875,13.0,4.3126139640808105,66800,0.0,
1995-04-06 00:00:00+00:00,13.25,13.25,13.25,4.333051681518555,13400,0.0,
1995-04-07 00:00:00+00:00,13.3125,13.3125,13.1875,4.3126139640808105,137400,0.0,
1995-04-10 00:00:00+00:00,13.125,13.1875,13.0625,4.3126139640808105,2800,0.0,
1995-04-11 00:00:00+00:00,13.25,13.3125,13.1875,4.353491306304932,35200,0.0,
1995-04-12 00:00:00+00:00,13.3125,13.3125,13.25,4.333051681518555,12200,0.0,
1995-04-13 00:00:00+00:00,13.25,13.25,13.1875,4.3126139640808105,2800,0.0,
1995-04-17 00:00:00+00:00,13.25,13.25,13.1875,4.324746131896973,30800,0.037,
1995-04-18 00:00:00+00:00,13.1875,13.3125,13.1875,4.365739822387695,159000,0.0,
1995-04-19 00:00:00+00:00,13.3125,13.375,13.3125,4.386237621307373,98600,0.0,
1995-04-20 00:00:00+00:00,13.375,13.375,13.3125,4.386237621307373,1800,0.0,
1995-04-21 00:00:00+00:00,13.375,13.75,13.375,4.488720893859863,256600,0.0,
1995-04-24 00:00:00+00:00,13.75,14.25,13.75,4.673187255859375,107600,0.0,
1995-04-25 00:00:00+00:00,14.375,14.5,14.375,4.714179992675781,26800,0.0,
1995-04-26 00:00:00+00:00,14.4375,14.4375,13.9375,4.570705413818359,84200,0.0,
1995-04-27 00:00:00+00:00,14.0625,14.5625,14.0625,4.775670051574707,65000,0.0,
1995-04-28 00:00:00+00:00,14.6875,14.6875,14.375,4.714179992675781,16200,0.0,
1995-05-01 00:00:00+00:00,14.4375,14.625,14.3125,4.796164035797119,5800,0.0,
1995-05-02 00:00:00+00:00,14.625,14.8125,14.5,4.755173683166504,99400,0.0,
1995-05-03 00:00:00+00:00,14.5625,14.75,14.5625,4.837158679962158,10600,0.0,
1995-05-04 00:00:00+00:00,14.75,15.5,14.75,5.083115100860596,150000,0.0,
1995-05-05 00:00:00+00:00,15.4375,15.625,15.3125,5.021625518798828,63200,0.0,
1995-05-08 00:00:00+00:00,15.375,15.6875,15.375,5.144607067108154,92200,0.0,
1995-05-09 00:00:00+00:00,15.8125,16.125,15.8125,5.247085571289063,15800,0.0,
1995-05-10 00:00:00+00:00,16.0,16.5,16.0,5.390562057495117,59400,0.0,
1995-05-11 00:00:00+00:00,16.5,16.625,16.3125,5.390562057495117,102600,0.0,
1995-05-12 00:00:00+00:00,16.4375,16.75,16.125,5.493049144744873,69600,0.0,
1995-05-15 00:00:00+00:00,16.8125,17.25,16.75,5.493049144744873,48400,0.0,
1995-05-16 00:00:00+00:00,16.75,16.875,16.625,5.452052116394043,128800,0.0,
1995-05-17 00:00:00+00:00,16.75,16.8125,16.25,5.329074382781982,192000,0.0,
1995-05-18 00:00:00+00:00,16.5,17.1875,16.5,5.59552526473999,437000,0.0,
1995-05-19 00:00:00+00:00,16.9375,17.6875,16.9375,5.800493240356445,54200,0.0,
1995-05-22 00:00:00+00:00,17.625,17.6875,17.5,5.779995441436768,216200,0.0,
1995-05-23 00:00:00+00:00,17.625,18.1875,17.625,5.964466094970703,37000,0.0,
1995-05-24 00:00:00+00:00,18.3125,18.375,17.875,5.882476329803467,52800,0.0,
1995-05-25 00:00:00+00:00,17.9375,17.9375,17.6875,5.8619818687438965,143400,0.0,
1995-05-26 00:00:00+00:00,17.875,17.875,17.5,5.73900032043457,21800,0.0,
1995-05-30 00:00:00+00:00,17.625,17.875,17.625,5.800493240356445,36200,0.0,
1995-05-31 00:00:00+00:00,17.5625,17.5625,17.25,5.677513599395752,68400,0.0,
1995-06-01 00:00:00+00:00,17.1875,17.3125,17.1875,5.677513599395752,3200,0.0,
1995-06-02 00:00:00+00:00,17.3125,17.3125,17.125,5.616021633148193,27000,0.0,
1995-06-05 00:00:00+00:00,17.125,17.8125,17.125,5.841487407684326,27600,0.0,
1995-06-06 00:00:00+00:00,17.6875,18.0625,17.6875,5.902973651885986,164800,0.0,
1995-06-07 00:00:00+00:00,17.875,18.5625,17.5,6.087440490722656,253000,0.0,
1995-06-08 00:00:00+00:00,18.5625,19.8125,18.5625,6.497369289398193,262600,0.0,
1995-06-09 00:00:00+00:00,19.5625,19.5625,18.75,6.292406558990479,397400,0.0,
1995-06-12 00:00:00+00:00,19.0625,19.0625,18.375,6.107937335968018,179800,0.0,
1995-06-13 00:00:00+00:00,18.6875,19.0625,18.625,6.107937335968018,96000,0.0,
1995-06-14 00:00:00+00:00,18.5,18.9375,18.4375,6.189924716949463,216800,0.0,
1995-06-15 00:00:00+00:00,18.875,18.875,18.875,6.189924716949463,0,0.0,
1995-06-16 00:00:00+00:00,18.6875,18.6875,18.5,6.066941261291504,40600,0.0,
1995-06-19 00:00:00+00:00,18.375,18.375,17.875,5.8619818687438965,196200,0.0,
1995-06-20 00:00:00+00:00,18.3125,18.375,18.125,5.9439616203308105,249000,0.0,
1995-06-21 00:00:00+00:00,18.0,18.0,17.8125,5.841487407684326,31200,0.0,
1995-06-22 00:00:00+00:00,17.875,17.9375,17.75,5.841487407684326,432800,0.0,
1995-06-23 00:00:00+00:00,17.75,17.75,17.0,5.636519432067871,200000,0.0,
1995-06-26 00:00:00+00:00,17.4375,17.625,17.4375,5.718505382537842,14200,0.0,
1995-06-27 00:00:00+00:00,17.3125,17.3125,17.125,5.616021633148193,125400,0.0,
1995-06-28 00:00:00+00:00,17.0,17.25,16.875,5.616021633148193,167600,0.0,
1995-06-29 00:00:00+00:00,17.1875,17.1875,17.125,5.616021633148193,46000,0.0,
1995-06-30 00:00:00+00:00,17.1875,17.625,17.1875,5.759498119354248,140200,0.0,
1995-07-03 00:00:00+00:00,17.5,17.875,17.5,5.820989608764648,164000,0.0,
1995-07-05 00:00:00+00:00,17.6875,18.0625,17.4375,5.902973651885986,184400,0.0,
1995-07-06 00:00:00+00:00,17.875,18.625,17.875,6.046447277069092,226600,0.0,
1995-07-07 00:00:00+00:00,18.5,18.5,18.1875,5.964466094970703,88800,0.0,
1995-07-10 00:00:00+00:00,18.25,18.75,18.25,6.066941261291504,172200,0.0,
1995-07-11 00:00:00+00:00,18.5,18.9375,18.5,6.206026554107666,93000,0.048,
1995-07-12 00:00:00+00:00,18.8125,18.9375,18.75,6.226576328277588,76000,0.0,
1995-07-13 00:00:00+00:00,18.9375,18.9375,18.8125,6.185473442077637,22000,0.0,
1995-07-14 00:00:00+00:00,18.6875,18.75,18.5625,6.123826026916504,28200,0.0,
1995-07-17 00:00:00+00:00,18.5,18.5,18.3125,6.041624546051025,113000,0.0,
1995-07-18 00:00:00+00:00,18.375,18.5625,18.25,6.00052547454834,31000,0.0,
1995-07-19 00:00:00+00:00,18.375,18.375,18.375,6.041624546051025,1000,0.0,
1995-07-20 00:00:00+00:00,18.25,18.375,18.25,6.041624546051025,28600,0.0,
1995-07-21 00:00:00+00:00,18.3125,18.375,18.1875,5.979981422424316,84200,0.0,
1995-07-24 00:00:00+00:00,17.8125,17.8125,17.125,5.692283153533936,125600,0.0,
1995-07-25 00:00:00+00:00,17.3125,17.4375,17.1875,5.733380317687988,115600,0.0,
1995-07-26 00:00:00+00:00,17.4375,17.625,17.4375,5.733380317687988,60400,0.0,
1995-07-27 00:00:00+00:00,17.5,17.5,17.3125,5.712827682495117,13800,0.0,
1995-07-28 00:00:00+00:00,17.3125,17.3125,17.3125,5.692283153533936,50000,0.0,
1995-07-31 00:00:00+00:00,17.1875,17.1875,17.0,5.589533805847168,6600,0.0,
1995-08-01 00:00:00+00:00,17.0,17.0,16.4375,5.425136089324951,63000,0.0,
1995-08-02 00:00:00+00:00,16.5,16.8125,16.5,5.527883529663086,124000,0.0,
1995-08-03 00:00:00+00:00,16.9375,17.5,16.9375,5.692283153533936,43600,0.0,
1995-08-04 00:00:00+00:00,17.4375,17.4375,17.375,5.712827682495117,68000,0.0,
1995-08-07 00:00:00+00:00,17.375,17.375,17.125,5.651182174682617,117800,0.0,
1995-08-08 00:00:00+00:00,17.125,17.1875,17.125,5.630630970001221,36400,0.0,
1995-08-09 00:00:00+00:00,17.0625,17.0625,16.75,5.507338047027588,45600,0.0,
1995-08-10 00:00:00+00:00,16.6875,16.6875,16.5625,5.445683479309082,12200,0.0,
1995-08-11 00:00:00+00:00,16.4375,16.5,16.3125,5.384037494659424,39000,0.0,
1995-08-14 00:00:00+00:00,16.375,16.375,16.0,5.260735034942627,9000,0.0,
1995-08-15 00:00:00+00:00,15.875,15.9375,15.5,5.096338272094727,92400,0.0,
1995-08-16 00:00:00+00:00,15.5625,15.875,15.5625,5.137439250946045,57800,0.0,
1995-08-17 00:00:00+00:00,15.5625,16.375,15.5625,5.384037494659424,60800,0.0,
1995-08-18 00:00:00+00:00,16.5,17.375,16.5,5.712827682495117,23400,0.0,
1995-08-21 00:00:00+00:00,17.5,18.875,17.5,6.206026554107666,73600,0.0,
1995-08-22 00:00:00+00:00,18.5,18.5,17.75,5.877231597900391,80200,0.0,
1995-08-23 00:00:00+00:00,17.875,17.875,17.625,5.836132049560547,37600,0.0,
1995-08-24 00:00:00+00:00,17.625,17.625,17.4375,5.753929138183594,12000,0.0,
1995-08-25 00:00:00+00:00,17.5,17.5,17.5,5.753929138183594,6000,0.0,
1995-08-28 00:00:00+00:00,17.5,17.5,17.5,5.753929138183594,14800,0.0,
1995-08-29 00:00:00+00:00,17.375,17.4375,17.375,5.733380317687988,800,0.0,
1995-08-30 00:00:00+00:00,17.25,17.25,16.75,5.507338047027588,42600,0.0,
1995-08-31 00:00:00+00:00,16.9375,17.75,16.9375,5.692283153533936,436200,0.0,
1995-09-01 00:00:00+00:00,17.375,17.4375,16.9375,5.630630970001221,58000,0.0,
1995-09-05 00:00:00+00:00,17.125,17.3125,17.125,5.671736240386963,253000,0.0,
1995-09-06 00:00:00+00:00,17.125,17.125,17.125,5.630630970001221,10000,0.0,
1995-09-07 00:00:00+00:00,17.125,17.1875,17.125,5.651182174682617,11000,0.0,
1995-09-08 00:00:00+00:00,17.1875,17.1875,16.0,5.445683479309082,132000,0.0,
